GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0400000US01,01,Alabama,8710000US0135078,0135078,Alabama - ZCTA 35078,ZCTA 35078,2082,935,45.53,1.94,43.60,47.8,21.4
0400000US01,01,Alabama,8710000US0135079,0135079,Alabama - ZCTA 35079,ZCTA 35079,8810,3626,106.60,0.47,106.13,83.0,34.2
0400000US01,01,Alabama,8710000US0135080,0135080,Alabama - ZCTA 35080,ZCTA 35080,15881,5943,44.69,1.14,43.55,364.7,136.5
0400000US01,01,Alabama,8710000US0135082,0135082,Alabama - ZCTA 35082,ZCTA 35082,7,4,8.07,0.00,8.06,0.9,0.5
0400000US01,01,Alabama,8710000US0135083,0135083,Alabama - ZCTA 35083,ZCTA 35083,3268,1404,36.73,0.25,36.49,89.6,38.5
0400000US01,01,Alabama,8710000US0135085,0135085,Alabama - ZCTA 35085,ZCTA 35085,8933,3736,104.62,0.48,104.15,85.8,35.9
0400000US01,01,Alabama,8710000US0135087,0135087,Alabama - ZCTA 35087,ZCTA 35087,2115,932,22.60,0.17,22.43,94.3,41.5
0400000US01,01,Alabama,8710000US0135089,0135089,Alabama - ZCTA 35089,ZCTA 35089,2238,1047,69.03,0.15,68.89,32.5,15.2
0400000US01,01,Alabama,8710000US0135091,0135091,Alabama - ZCTA 35091,ZCTA 35091,2719,999,6.55,0.00,6.55,415.1,152.5
0400000US01,01,Alabama,8710000US0135094,0135094,Alabama - ZCTA 35094,ZCTA 35094,14212,6356,59.14,1.61,57.53,247.0,110.5
0400000US01,01,Alabama,8710000US0135096,0135096,Alabama - ZCTA 35096,ZCTA 35096,7815,3831,84.35,5.48,78.87,99.1,48.6
0400000US01,01,Alabama,8710000US0135097,0135097,Alabama - ZCTA 35097,ZCTA 35097,1748,700,7.91,0.02,7.89,221.6,88.7
0400000US01,01,Alabama,8710000US0135098,0135098,Alabama - ZCTA 35098,ZCTA 35098,1375,645,30.93,0.70,30.23,45.5,21.3
0400000US01,01,Alabama,8710000US0135111,0135111,Alabama - ZCTA 35111,ZCTA 35111,16140,6406,65.36,1.18,64.19,251.5,99.8
0400000US01,01,Alabama,8710000US0135112,0135112,Alabama - ZCTA 35112,ZCTA 35112,801,346,2.48,0.02,2.46,325.5,140.6
0400000US01,01,Alabama,8710000US0135114,0135114,Alabama - ZCTA 35114,ZCTA 35114,7172,2702,12.54,0.12,12.43,577.2,217.5
0400000US01,01,Alabama,8710000US0135115,0135115,Alabama - ZCTA 35115,ZCTA 35115,14118,5880,125.87,1.07,124.80,113.1,47.1
0400000US01,01,Alabama,8710000US0135116,0135116,Alabama - ZCTA 35116,ZCTA 35116,4240,1771,22.16,0.01,22.15,191.4,80.0
0400000US01,01,Alabama,8710000US0135117,0135117,Alabama - ZCTA 35117,ZCTA 35117,5367,2155,26.73,0.02,26.71,200.9,80.7
