GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Dollar,Margin of Error
0100000US,,United States,1600000US1247000,1247000,United States - Florida - Mount Carmel CDP,Mount Carmel CDP,$(X),$(X)
0100000US,,United States,1600000US1247175,1247175,United States - Florida - Mulat CDP,Mulat CDP,$(X),$(X)
0100000US,,United States,1600000US1248825,1248825,United States - Florida - Nobleton CDP,Nobleton CDP,$(X),$(X)
0100000US,,United States,1600000US1251150,1251150,United States - Florida - Okahumpka CDP,Okahumpka CDP,$-,$**
0100000US,,United States,1600000US1251500,1251500,United States - Florida - Ona CDP,Ona CDP,$-,$**
0100000US,,United States,1600000US1256840,1256840,United States - Florida - Pine Island CDP,Pine Island CDP,$-,$**
0100000US,,United States,1600000US1257320,1257320,United States - Florida - Pioneer CDP,Pioneer CDP,$(X),$(X)
0100000US,,United States,1600000US1266875,1266875,United States - Florida - Solana CDP,Solana CDP,$(X),$(X)
0100000US,,United States,1600000US1269025,1269025,United States - Florida - Sumatra CDP,Sumatra CDP,$(X),$(X)
0100000US,,United States,1600000US1271850,1271850,United States - Florida - Tildenville CDP,Tildenville CDP,$(X),$(X)
0100000US,,United States,1600000US1274625,1274625,United States - Florida - Wabasso CDP,Wabasso CDP,$(X),$(X)
0100000US,,United States,1600000US1275425,1275425,United States - Florida - Waukeenah CDP,Waukeenah CDP,$(X),$(X)
0100000US,,United States,1600000US1275625,1275625,United States - Florida - Weeki Wachee city,Weeki Wachee city,$-,$**
0100000US,,United States,1600000US1308956,1308956,United States - Georgia - Bluffton town,Bluffton town,$(X),$(X)
0100000US,,United States,1600000US1309852,1309852,United States - Georgia - Boykin CDP,Boykin CDP,$(X),$(X)
0100000US,,United States,1600000US1312960,1312960,United States - Georgia - Canoochee CDP,Canoochee CDP,$(X),$(X)
0100000US,,United States,1600000US1314472,1314472,United States - Georgia - Cedar Springs CDP,Cedar Springs CDP,$-,$**
0100000US,,United States,1600000US1317580,1317580,United States - Georgia - Coleman CDP,Coleman CDP,$-,$**
0100000US,,United States,1600000US1322724,1322724,United States - Georgia - Dewy Rose CDP,Dewy Rose CDP,"$250,000+",$***
0100000US,,United States,1600000US1324964,1324964,United States - Georgia - Eagle Grove CDP,Eagle Grove CDP,$-,$**
0100000US,,United States,1600000US1340196,1340196,United States - Georgia - Howard CDP,Howard CDP,$-,$**
0100000US,,United States,1600000US1344060,1344060,United States - Georgia - Knoxville CDP,Knoxville CDP,$-,$**
0100000US,,United States,1600000US1350820,1350820,United States - Georgia - Mendes CDP,Mendes CDP,$(X),$(X)
0100000US,,United States,1600000US1351744,1351744,United States - Georgia - Mineral Bluff CDP,Mineral Bluff CDP,$(X),$(X)
0100000US,,United States,1600000US1360312,1360312,United States - Georgia - Perkins CDP,Perkins CDP,$-,$**
0100000US,,United States,1600000US1365156,1365156,United States - Georgia - Riddleville town,Riddleville town,$(X),$(X)
0100000US,,United States,1600000US1365604,1365604,United States - Georgia - Riverside town,Riverside town,$(X),$(X)
0100000US,,United States,1600000US1366220,1366220,United States - Georgia - Rockingham CDP,Rockingham CDP,$(X),$(X)
0100000US,,United States,1600000US1375496,1375496,United States - Georgia - Tarrytown town,Tarrytown town,$(X),$(X)
0100000US,,United States,1600000US1375580,1375580,United States - Georgia - Tate City CDP,Tate City CDP,$-,$**
0100000US,,United States,1600000US1384832,1384832,United States - Georgia - Yonah CDP,Yonah CDP,$(X),$(X)
0100000US,,United States,1600000US1524850,1524850,United States - Hawaii - Kalaeloa CDP,Kalaeloa CDP,$-,$**
0100000US,,United States,1600000US1529725,1529725,United States - Hawaii - Kapalua CDP,Kapalua CDP,$(X),$(X)
0100000US,,United States,1600000US1549425,1549425,United States - Hawaii - Manele CDP,Manele CDP,$-,$**
0100000US,,United States,1600000US1600280,1600280,United States - Idaho - Acequia city,Acequia city,$(X),$(X)
0100000US,,United States,1600000US1604600,1604600,United States - Idaho - Banks CDP,Banks CDP,$-,$**
0100000US,,United States,1600000US1615490,1615490,United States - Idaho - Clayton city,Clayton city,$-,$**
0100000US,,United States,1600000US1622330,1622330,United States - Idaho - Donnelly city,Donnelly city,$(X),$(X)
0100000US,,United States,1600000US1622780,1622780,United States - Idaho - Drummond city,Drummond city,$-,$**
0100000US,,United States,1600000US1625030,1625030,United States - Idaho - Elk City CDP,Elk City CDP,$(X),$(X)
0100000US,,United States,1600000US1647890,1647890,United States - Idaho - Lost River city,Lost River city,$-,$**
0100000US,,United States,1600000US1648250,1648250,United States - Idaho - Lowman CDP,Lowman CDP,$-,$**
0100000US,,United States,1600000US1653110,1653110,United States - Idaho - Minidoka city,Minidoka city,$(X),$(X)
0100000US,,United States,1600000US1675160,1675160,United States - Idaho - Smiths Ferry CDP,Smiths Ferry CDP,$(X),$(X)
0100000US,,United States,1600000US1677050,1677050,United States - Idaho - State Line city,State Line city,$(X),$(X)
0100000US,,United States,1600000US1685420,1685420,United States - Idaho - Warm River city,Warm River city,$-,$**
0100000US,,United States,1600000US1688660,1688660,United States - Idaho - Yellow Pine CDP,Yellow Pine CDP,$-,$**
0100000US,,United States,1600000US1700178,1700178,United States - Illinois - Adair CDP,Adair CDP,$(X),$(X)
0100000US,,United States,1600000US1701556,1701556,United States - Illinois - Annapolis CDP,Annapolis CDP,$-,$**
0100000US,,United States,1600000US1704715,1704715,United States - Illinois - Belknap village,Belknap village,$(X),$(X)
0100000US,,United States,1600000US1711033,1711033,United States - Illinois - Cantrall village,Cantrall village,$(X),$(X)
0100000US,,United States,1600000US1712879,1712879,United States - Illinois - Chemung CDP,Chemung CDP,$(X),$(X)
0100000US,,United States,1600000US1718641,1718641,United States - Illinois - Darmstadt CDP,Darmstadt CDP,$-,$**
0100000US,,United States,1600000US1726467,1726467,United States - Illinois - Floraville CDP,Floraville CDP,$-,$**
0100000US,,United States,1600000US1728612,1728612,United States - Illinois - Garden Prairie CDP,Garden Prairie CDP,$(X),$(X)
0100000US,,United States,1600000US1729340,1729340,United States - Illinois - Gilson CDP,Gilson CDP,$(X),$(X)
0100000US,,United States,1600000US1730250,1730250,United States - Illinois - Golden Gate village,Golden Gate village,$(X),$(X)
0100000US,,United States,1600000US1739129,1739129,United States - Illinois - Kaskaskia village,Kaskaskia village,$(X),$(X)
0100000US,,United States,1600000US1742067,1742067,United States - Illinois - LaPlace CDP,LaPlace CDP,$(X),$(X)
0100000US,,United States,1600000US1751310,1751310,United States - Illinois - Mulkeytown CDP,Mulkeytown CDP,$(X),$(X)
0100000US,,United States,1600000US1757160,1757160,United States - Illinois - Paderborn CDP,Paderborn CDP,$-,$**
0100000US,,United States,1600000US1759520,1759520,United States - Illinois - Phillipstown village,Phillipstown village,$(X),$(X)
0100000US,,United States,1600000US1763355,1763355,United States - Illinois - Rentchler CDP,Rentchler CDP,$-,$**
0100000US,,United States,1600000US1777187,1777187,United States - Illinois - Valley City village,Valley City village,$-,$**
0100000US,,United States,1600000US1800784,1800784,United States - Indiana - Alamo town,Alamo town,$(X),$(X)
0100000US,,United States,1600000US1802116,1802116,United States - Indiana - Arlington CDP,Arlington CDP,$(X),$(X)
0100000US,,United States,1600000US1805662,1805662,United States - Indiana - Blanford CDP,Blanford CDP,$(X),$(X)
0100000US,,United States,1600000US1806652,1806652,United States - Indiana - Boston town,Boston town,$(X),$(X)
0100000US,,United States,1600000US1808092,1808092,United States - Indiana - Brooksburg town,Brooksburg town,$(X),$(X)
0100000US,,United States,1600000US1808812,1808812,United States - Indiana - Buck Creek CDP,Buck Creek CDP,$(X),$(X)
0100000US,,United States,1600000US1809622,1809622,United States - Indiana - Butlerville CDP,Butlerville CDP,$(X),$(X)
0100000US,,United States,1600000US1810036,1810036,United States - Indiana - Canaan CDP,Canaan CDP,$(X),$(X)
0100000US,,United States,1600000US1814032,1814032,United States - Indiana - Coalmont CDP,Coalmont CDP,$(X),$(X)
0100000US,,United States,1600000US1814464,1814464,United States - Indiana - Collegeville CDP,Collegeville CDP,$-,$**
0100000US,,United States,1600000US1817812,1817812,United States - Indiana - Deputy CDP,Deputy CDP,$-,$**
0100000US,,United States,1600000US1818550,1818550,United States - Indiana - Dover Hill CDP,Dover Hill CDP,$(X),$(X)
0100000US,,United States,1600000US1818658,1818658,United States - Indiana - Dresser CDP,Dresser CDP,$-,$**
0100000US,,United States,1600000US1821124,1821124,United States - Indiana - Emison CDP,Emison CDP,$(X),$(X)
0100000US,,United States,1600000US1825864,1825864,United States - Indiana - Freetown CDP,Freetown CDP,$(X),$(X)
0100000US,,United States,1600000US1833178,1833178,United States - Indiana - Herbst CDP,Herbst CDP,$(X),$(X)
0100000US,,United States,1600000US1839510,1839510,United States - Indiana - Kent CDP,Kent CDP,$(X),$(X)
0100000US,,United States,1600000US1841994,1841994,United States - Indiana - Landess CDP,Landess CDP,$(X),$(X)
0100000US,,United States,1600000US1854612,1854612,United States - Indiana - North Crows Nest town,North Crows Nest town,"$250,000+",$***
0100000US,,United States,1600000US1855386,1855386,United States - Indiana - Notre Dame CDP,Notre Dame CDP,$(X),$(X)
0100000US,,United States,1600000US1857384,1857384,United States - Indiana - Otwell CDP,Otwell CDP,$(X),$(X)
0100000US,,United States,1600000US1857510,1857510,United States - Indiana - Owensburg CDP,Owensburg CDP,$(X),$(X)
0100000US,,United States,1600000US1862712,1862712,United States - Indiana - Raglesville CDP,Raglesville CDP,$-,$**
0100000US,,United States,1600000US1864728,1864728,United States - Indiana - River Forest town,River Forest town,$(X),$(X)
0100000US,,United States,1600000US1867626,1867626,United States - Indiana - Saltillo town,Saltillo town,$(X),$(X)
0100000US,,United States,1600000US1868328,1868328,United States - Indiana - Scipio CDP,Scipio CDP,$(X),$(X)
0100000US,,United States,1600000US1868382,1868382,United States - Indiana - Scotland CDP,Scotland CDP,$(X),$(X)
0100000US,,United States,1600000US1869246,1869246,United States - Indiana - Shelby CDP,Shelby CDP,$(X),$(X)
0100000US,,United States,1600000US1869894,1869894,United States - Indiana - Sims CDP,Sims CDP,$(X),$(X)
0100000US,,United States,1600000US1876022,1876022,United States - Indiana - Toad Hop CDP,Toad Hop CDP,$-,$**
0100000US,,United States,1600000US1902035,1902035,United States - Iowa - Anderson CDP,Anderson CDP,$-,$**
0100000US,,United States,1600000US1903430,1903430,United States - Iowa - Athelstan CDP,Athelstan CDP,$-,$**
0100000US,,United States,1600000US1904735,1904735,United States - Iowa - Bartlett CDP,Bartlett CDP,$-,$**
0100000US,,United States,1600000US1905095,1905095,United States - Iowa - Beaconsfield city,Beaconsfield city,$(X),$(X)
0100000US,,United States,1600000US1907255,1907255,United States - Iowa - Bolan CDP,Bolan CDP,$-,$**
0100000US,,United States,1600000US1909415,1909415,United States - Iowa - Burchinal CDP,Burchinal CDP,$(X),$(X)
0100000US,,United States,1600000US1909910,1909910,United States - Iowa - California Junction CDP,California Junction CDP,$(X),$(X)
0100000US,,United States,1600000US1911035,1911035,United States - Iowa - Carpenter city,Carpenter city,$(X),$(X)
0100000US,,United States,1600000US1912675,1912675,United States - Iowa - Chapin CDP,Chapin CDP,$(X),$(X)
0100000US,,United States,1600000US1912945,1912945,United States - Iowa - Chatsworth city,Chatsworth city,$(X),$(X)
0100000US,,United States,1600000US1916320,1916320,United States - Iowa - Corley CDP,Corley CDP,$(X),$(X)
0100000US,,United States,1600000US1922710,1922710,United States - Iowa - Duncan CDP,Duncan CDP,$(X),$(X)
0100000US,,United States,1600000US1923520,1923520,United States - Iowa - East Amana CDP,East Amana CDP,$-,$**
0100000US,,United States,1600000US1929325,1929325,United States - Iowa - Frytown CDP,Frytown CDP,$-,$**
0100000US,,United States,1600000US1929550,1929550,United States - Iowa - Galt city,Galt city,$(X),$(X)
0100000US,,United States,1600000US1929730,1929730,United States - Iowa - Garden City CDP,Garden City CDP,$(X),$(X)
0100000US,,United States,1600000US1930810,1930810,United States - Iowa - Gillett Grove city,Gillett Grove city,$(X),$(X)
0100000US,,United States,1600000US1935490,1935490,United States - Iowa - Hayfield CDP,Hayfield CDP,$-,$**
0100000US,,United States,1600000US1935760,1935760,United States - Iowa - Hepburn city,Hepburn city,$(X),$(X)
0100000US,,United States,1600000US1936660,1936660,United States - Iowa - Holiday Lake CDP,Holiday Lake CDP,$(X),$(X)
0100000US,,United States,1600000US1937875,1937875,United States - Iowa - Hutchins CDP,Hutchins CDP,$-,$**
0100000US,,United States,1600000US1938055,1938055,United States - Iowa - Imogene city,Imogene city,$(X),$(X)
0100000US,,United States,1600000US1938955,1938955,United States - Iowa - Irvington CDP,Irvington CDP,$-,$**
0100000US,,United States,1600000US1940710,1940710,United States - Iowa - Kent CDP,Kent CDP,$-,$**
0100000US,,United States,1600000US1943950,1943950,United States - Iowa - Leando CDP,Leando CDP,$(X),$(X)
0100000US,,United States,1600000US1944580,1944580,United States - Iowa - Le Roy city,Le Roy city,$-,$**
0100000US,,United States,1600000US1946785,1946785,United States - Iowa - Loveland CDP,Loveland CDP,$-,$**
0100000US,,United States,1600000US1951510,1951510,United States - Iowa - Meyer CDP,Meyer CDP,$-,$**
0100000US,,United States,1600000US1952140,1952140,United States - Iowa - Miller CDP,Miller CDP,$-,$**
0100000US,,United States,1600000US1960285,1960285,United States - Iowa - Otranto CDP,Otranto CDP,$-,$**
0100000US,,United States,1600000US1962175,1962175,United States - Iowa - Percival CDP,Percival CDP,$(X),$(X)
0100000US,,United States,1600000US1962985,1962985,United States - Iowa - Pioneer city,Pioneer city,$-,$**
0100000US,,United States,1600000US1964110,1964110,United States - Iowa - Popejoy city,Popejoy city,$(X),$(X)
0100000US,,United States,1600000US1964155,1964155,United States - Iowa - Portland CDP,Portland CDP,$-,$**
0100000US,,United States,1600000US1967890,1967890,United States - Iowa - Rochester CDP,Rochester CDP,$-,$**
0100000US,,United States,1600000US1968800,1968800,United States - Iowa - Roseville CDP,Roseville CDP,$-,$**
0100000US,,United States,1600000US1971715,1971715,United States - Iowa - Sexton CDP,Sexton CDP,$-,$**
0100000US,,United States,1600000US1976415,1976415,United States - Iowa - Sun Valley Lake CDP,Sun Valley Lake CDP,$(X),$(X)
0100000US,,United States,1600000US1983505,1983505,United States - Iowa - West Amana CDP,West Amana CDP,$(X),$(X)
0100000US,,United States,1600000US1984495,1984495,United States - Iowa - Weston CDP,Weston CDP,$(X),$(X)
0100000US,,United States,1600000US1987375,1987375,United States - Iowa - Yetter city,Yetter city,$(X),$(X)
0100000US,,United States,1600000US2002600,2002600,United States - Kansas - Asherville CDP,Asherville CDP,$-,$**
0100000US,,United States,1600000US2004350,2004350,United States - Kansas - Bartlett city,Bartlett city,$(X),$(X)
0100000US,,United States,1600000US2004450,2004450,United States - Kansas - Bassett city,Bassett city,$(X),$(X)
0100000US,,United States,1600000US2011025,2011025,United States - Kansas - Catharine CDP,Catharine CDP,$-,$**
0100000US,,United States,1600000US2011425,2011425,United States - Kansas - Cedar Point city,Cedar Point city,$(X),$(X)
0100000US,,United States,1600000US2016150,2016150,United States - Kansas - Coyville city,Coyville city,$(X),$(X)
0100000US,,United States,1600000US2020675,2020675,United States - Kansas - Elmdale city,Elmdale city,"$250,000+",$***
0100000US,,United States,1600000US2024550,2024550,United States - Kansas - Frederick city,Frederick city,$-,$**
0100000US,,United States,1600000US2024725,2024725,United States - Kansas - Freeport city,Freeport city,$-,$**
0100000US,,United States,1600000US2026000,2026000,United States - Kansas - Gaylord city,Gaylord city,$(X),$(X)
0100000US,,United States,1600000US2026775,2026775,United States - Kansas - Goff city,Goff city,$(X),$(X)
0100000US,,United States,1600000US2028200,2028200,United States - Kansas - Grantville CDP,Grantville CDP,$-,$**
0100000US,,United States,1600000US2030250,2030250,United States - Kansas - Harris CDP,Harris CDP,$-,$**
0100000US,,United States,1600000US2032300,2032300,United States - Kansas - Hillsdale CDP,Hillsdale CDP,$(X),$(X)
0100000US,,United States,1600000US2032875,2032875,United States - Kansas - Home CDP,Home CDP,$(X),$(X)
0100000US,,United States,1600000US2033500,2033500,United States - Kansas - Hunnewell city,Hunnewell city,$(X),$(X)
0100000US,,United States,1600000US2033575,2033575,United States - Kansas - Huron city,Huron city,$(X),$(X)
0100000US,,United States,1600000US2036740,2036740,United States - Kansas - Kickapoo Site 6 CDP,Kickapoo Site 6 CDP,$-,$**
0100000US,,United States,1600000US2037200,2037200,United States - Kansas - Kipp CDP,Kipp CDP,$-,$**
0100000US,,United States,1600000US2040250,2040250,United States - Kansas - Liberty city,Liberty city,$(X),$(X)
0100000US,,United States,1600000US2042425,2042425,United States - Kansas - Lone Elm city,Lone Elm city,$(X),$(X)
0100000US,,United States,1600000US2042575,2042575,United States - Kansas - Longford city,Longford city,$(X),$(X)
0100000US,,United States,1600000US2046925,2046925,United States - Kansas - Milton CDP,Milton CDP,$(X),$(X)
0100000US,,United States,1600000US2048275,2048275,United States - Kansas - Morland city,Morland city,$(X),$(X)
0100000US,,United States,1600000US2050150,2050150,United States - Kansas - New Albany city,New Albany city,$(X),$(X)
0100000US,,United States,1600000US2051700,2051700,United States - Kansas - Oak Hill city,Oak Hill city,"$2,500-",$***
0100000US,,United States,1600000US2052175,2052175,United States - Kansas - Odin CDP,Odin CDP,$(X),$(X)
0100000US,,United States,1600000US2055225,2055225,United States - Kansas - Penalosa city,Penalosa city,$(X),$(X)
0100000US,,United States,1600000US2061550,2061550,United States - Kansas - Roxbury CDP,Roxbury CDP,$-,$**
0100000US,,United States,1600000US2063650,2063650,United States - Kansas - Scottsville city,Scottsville city,$(X),$(X)
0100000US,,United States,1600000US2069275,2069275,United States - Kansas - Sun City city,Sun City city,$(X),$(X)
0100000US,,United States,1600000US2074625,2074625,United States - Kansas - Waldron city,Waldron city,$(X),$(X)
0100000US,,United States,1600000US2076425,2076425,United States - Kansas - Welda CDP,Welda CDP,$(X),$(X)
0100000US,,United States,1600000US2100946,2100946,United States - Kentucky - Allen city,Allen city,$(X),$(X)
0100000US,,United States,1600000US2101648,2101648,United States - Kentucky - Annville CDP,Annville CDP,$(X),$(X)
0100000US,,United States,1600000US2101720,2101720,United States - Kentucky - Anthoston CDP,Anthoston CDP,$(X),$(X)
0100000US,,United States,1600000US2104978,2104978,United States - Kentucky - Beech Grove CDP,Beech Grove CDP,$(X),$(X)
0100000US,,United States,1600000US2106220,2106220,United States - Kentucky - Betsy Layne CDP,Betsy Layne CDP,$(X),$(X)
0100000US,,United States,1600000US2107390,2107390,United States - Kentucky - Blandville city,Blandville city,$-,$**
0100000US,,United States,1600000US2113636,2113636,United States - Kentucky - Cecilia CDP,Cecilia CDP,$(X),$(X)
0100000US,,United States,1600000US2115490,2115490,United States - Kentucky - Cleaton CDP,Cleaton CDP,$(X),$(X)
0100000US,,United States,1600000US2116354,2116354,United States - Kentucky - Coldiron CDP,Coldiron CDP,$(X),$(X)
0100000US,,United States,1600000US2116894,2116894,United States - Kentucky - Concord city,Concord city,$(X),$(X)
0100000US,,United States,1600000US2121358,2121358,United States - Kentucky - Diablock CDP,Diablock CDP,$(X),$(X)
0100000US,,United States,1600000US2123140,2123140,United States - Kentucky - Dycusburg city,Dycusburg city,$-,$**
0100000US,,United States,1600000US2124292,2124292,United States - Kentucky - Elizaville CDP,Elizaville CDP,$(X),$(X)
0100000US,,United States,1600000US2126614,2126614,United States - Kentucky - Farmington CDP,Farmington CDP,$(X),$(X)
0100000US,,United States,1600000US2129134,2129134,United States - Kentucky - Freeburn CDP,Freeburn CDP,$(X),$(X)
0100000US,,United States,1600000US2130880,2130880,United States - Kentucky - Gilbertsville CDP,Gilbertsville CDP,$(X),$(X)
0100000US,,United States,1600000US2132032,2132032,United States - Kentucky - Gracey CDP,Gracey CDP,$-,$**
0100000US,,United States,1600000US2139592,2139592,United States - Kentucky - Ironville CDP,Ironville CDP,$(X),$(X)
0100000US,,United States,1600000US2140204,2140204,United States - Kentucky - Jeff CDP,Jeff CDP,$(X),$(X)
0100000US,,United States,1600000US2148234,2148234,United States - Kentucky - Lowes CDP,Lowes CDP,$(X),$(X)
0100000US,,United States,1600000US2149134,2149134,United States - Kentucky - McKinney CDP,McKinney CDP,$(X),$(X)
0100000US,,United States,1600000US2149746,2149746,United States - Kentucky - Manitou CDP,Manitou CDP,$(X),$(X)
0100000US,,United States,1600000US2150124,2150124,United States - Kentucky - Marrowbone CDP,Marrowbone CDP,$(X),$(X)
0100000US,,United States,1600000US2152464,2152464,United States - Kentucky - Millstone CDP,Millstone CDP,$-,$**
0100000US,,United States,1600000US2152842,2152842,United States - Kentucky - Mockingbird Valley city,Mockingbird Valley city,"$250,000+",$***
0100000US,,United States,1600000US2158116,2158116,United States - Kentucky - Onton CDP,Onton CDP,$-,$**
0100000US,,United States,1600000US2160312,2160312,United States - Kentucky - Petersburg CDP,Petersburg CDP,$(X),$(X)
0100000US,,United States,1600000US2166162,2166162,United States - Kentucky - Rockholds CDP,Rockholds CDP,$(X),$(X)
0100000US,,United States,1600000US2166846,2166846,United States - Kentucky - Rosine CDP,Rosine CDP,$-,$**
0100000US,,United States,1600000US2172138,2172138,United States - Kentucky - South Park View city,South Park View city,$-,$**
0100000US,,United States,1600000US2172570,2172570,United States - Kentucky - Spottsville CDP,Spottsville CDP,$(X),$(X)
0100000US,,United States,1600000US2174604,2174604,United States - Kentucky - Summersville CDP,Summersville CDP,$(X),$(X)
0100000US,,United States,1600000US2177124,2177124,United States - Kentucky - Tolu CDP,Tolu CDP,$(X),$(X)
0100000US,,United States,1600000US2179860,2179860,United States - Kentucky - Virgie CDP,Virgie CDP,$(X),$(X)
0100000US,,United States,1600000US2180616,2180616,United States - Kentucky - Warfield city,Warfield city,$(X),$(X)
0100000US,,United States,1600000US2184432,2184432,United States - Kentucky - Woodbury city,Woodbury city,$(X),$(X)
0100000US,,United States,1600000US2209235,2209235,United States - Louisiana - Branch CDP,Branch CDP,$(X),$(X)
0100000US,,United States,1600000US2211825,2211825,United States - Louisiana - Calhoun CDP,Calhoun CDP,$(X),$(X)
0100000US,,United States,1600000US2217180,2217180,United States - Louisiana - Convent CDP,Convent CDP,$(X),$(X)
0100000US,,United States,1600000US2225545,2225545,United States - Louisiana - Fifth Ward CDP,Fifth Ward CDP,$(X),$(X)
0100000US,,United States,1600000US2229395,2229395,United States - Louisiana - Gloster CDP,Gloster CDP,$-,$**
0100000US,,United States,1600000US2239720,2239720,United States - Louisiana - Killona CDP,Killona CDP,$(X),$(X)
0100000US,,United States,1600000US2244235,2244235,United States - Louisiana - Lisbon village,Lisbon village,$(X),$(X)
0100000US,,United States,1600000US2245530,2245530,United States - Louisiana - Longville CDP,Longville CDP,$(X),$(X)
0100000US,,United States,1600000US2251585,2251585,United States - Louisiana - Monterey CDP,Monterey CDP,$(X),$(X)
0100000US,,United States,1600000US2251800,2251800,United States - Louisiana - Moonshine CDP,Moonshine CDP,$(X),$(X)
0100000US,,United States,1600000US2252740,2252740,United States - Louisiana - Mount Lebanon town,Mount Lebanon town,$(X),$(X)
0100000US,,United States,1600000US2257205,2257205,United States - Louisiana - Oak Ridge village,Oak Ridge village,$(X),$(X)
0100000US,,United States,1600000US2265535,2265535,United States - Louisiana - Rock Hill CDP,Rock Hill CDP,$(X),$(X)
0100000US,,United States,1600000US2267635,2267635,United States - Louisiana - St. Maurice CDP,St. Maurice CDP,$(X),$(X)
0100000US,,United States,1600000US2273570,2273570,United States - Louisiana - Sugartown CDP,Sugartown CDP,$-,$**
0100000US,,United States,1600000US2274550,2274550,United States - Louisiana - Taft CDP,Taft CDP,$(X),$(X)
0100000US,,United States,1600000US2279275,2279275,United States - Louisiana - Wallace CDP,Wallace CDP,$(X),$(X)
0100000US,,United States,1600000US2279310,2279310,United States - Louisiana - Wallace Ridge CDP,Wallace Ridge CDP,$(X),$(X)
0100000US,,United States,1600000US2328835,2328835,United States - Maine - Gray CDP,Gray CDP,$(X),$(X)
0100000US,,United States,1600000US2400800,2400800,United States - Maryland - Allen CDP,Allen CDP,$-,$**
0100000US,,United States,1600000US2403575,2403575,United States - Maryland - Bakersville CDP,Bakersville CDP,$-,$**
0100000US,,United States,1600000US2404525,2404525,United States - Maryland - Barrelville CDP,Barrelville CDP,$(X),$(X)
0100000US,,United States,1600000US2405250,2405250,United States - Maryland - Beaver Creek CDP,Beaver Creek CDP,$(X),$(X)
0100000US,,United States,1600000US2407285,2407285,United States - Maryland - Bier CDP,Bier CDP,$-,$**
0100000US,,United States,1600000US2407375,2407375,United States - Maryland - Big Pool CDP,Big Pool CDP,$-,$**
0100000US,,United States,1600000US2410800,2410800,United States - Maryland - Brownsville CDP,Brownsville CDP,$-,$**
0100000US,,United States,1600000US2414300,2414300,United States - Maryland - Cearfoss CDP,Cearfoss CDP,$-,$**
0100000US,,United States,1600000US2416620,2416620,United States - Maryland - Chevy Chase town,Chevy Chase town,"$250,000+",$***
0100000US,,United States,1600000US2416720,2416720,United States - Maryland - Chevy Chase Section Five village,Chevy Chase Section Five village,"$250,000+",$***
0100000US,,United States,1600000US2416787,2416787,United States - Maryland - Chevy Chase Village town,Chevy Chase Village town,"$250,000+",$***
0100000US,,United States,1600000US2417475,2417475,United States - Maryland - Clarysville CDP,Clarysville CDP,$-,$**
0100000US,,United States,1600000US2421550,2421550,United States - Maryland - Dames Quarter CDP,Dames Quarter CDP,$(X),$(X)
0100000US,,United States,1600000US2421675,2421675,United States - Maryland - Danville CDP,Danville CDP,$(X),$(X)
0100000US,,United States,1600000US2422825,2422825,United States - Maryland - Detmold CDP,Detmold CDP,$-,$**
0100000US,,United States,1600000US2424250,2424250,United States - Maryland - Eakles Mill CDP,Eakles Mill CDP,$-,$**
0100000US,,United States,1600000US2424925,2424925,United States - Maryland - Edesville CDP,Edesville CDP,$(X),$(X)
0100000US,,United States,1600000US2426550,2426550,United States - Maryland - Ernstville CDP,Ernstville CDP,$-,$**
0100000US,,United States,1600000US2427325,2427325,United States - Maryland - Fairlee CDP,Fairlee CDP,$(X),$(X)
0100000US,,United States,1600000US2427500,2427500,United States - Maryland - Fairview CDP,Fairview CDP,$-,$**
0100000US,,United States,1600000US2428425,2428425,United States - Maryland - Flintstone CDP,Flintstone CDP,$(X),$(X)
0100000US,,United States,1600000US2430100,2430100,United States - Maryland - Franklin CDP,Franklin CDP,$(X),$(X)
0100000US,,United States,1600000US2430567,2430567,United States - Maryland - Frenchtown-Rumbly CDP,Frenchtown-Rumbly CDP,$(X),$(X)
0100000US,,United States,1600000US2431400,2431400,United States - Maryland - Gapland CDP,Gapland CDP,$(X),$(X)
0100000US,,United States,1600000US2431875,2431875,United States - Maryland - Georgetown CDP,Georgetown CDP,$(X),$(X)
0100000US,,United States,1600000US2434150,2434150,United States - Maryland - Gorman CDP,Gorman CDP,$-,$**
0100000US,,United States,1600000US2441175,2441175,United States - Maryland - Hutton CDP,Hutton CDP,$-,$**
0100000US,,United States,1600000US2441700,2441700,United States - Maryland - Indian Springs CDP,Indian Springs CDP,$-,$**
0100000US,,United States,1600000US2442575,2442575,United States - Maryland - Jesterville CDP,Jesterville CDP,$(X),$(X)
0100000US,,United States,1600000US2447275,2447275,United States - Maryland - Little Orleans CDP,Little Orleans CDP,$-,$**
0100000US,,United States,1600000US2449700,2449700,United States - Maryland - Madison CDP,Madison CDP,$(X),$(X)
0100000US,,United States,1600000US2450375,2450375,United States - Maryland - Mapleville CDP,Mapleville CDP,$(X),$(X)
0100000US,,United States,1600000US2450965,2450965,United States - Maryland - Martin's Additions village,Martin's Additions village,"$250,000+",$***
0100000US,,United States,1600000US2451945,2451945,United States - Maryland - Mercersville CDP,Mercersville CDP,$(X),$(X)
0100000US,,United States,1600000US2452225,2452225,United States - Maryland - Middleburg CDP,Middleburg CDP,$-,$**
