GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Dollar,Margin of Error
0100000US,,United States,1600000US4823062,4823062,United States - Texas - Elias-Fela Solis CDP,Elias-Fela Solis CDP,$-,$**
0100000US,,United States,1600000US4823080,4823080,United States - Texas - El Indio CDP,El Indio CDP,$(X),$(X)
0100000US,,United States,1600000US4823278,4823278,United States - Texas - El Mesquite CDP,El Mesquite CDP,$-,$**
0100000US,,United States,1600000US4823398,4823398,United States - Texas - E. Lopez CDP,E. Lopez CDP,$(X),$(X)
0100000US,,United States,1600000US4824015,4824015,United States - Texas - El Rancho Vela CDP,El Rancho Vela CDP,$(X),$(X)
0100000US,,United States,1600000US4824018,4824018,United States - Texas - El Refugio CDP,El Refugio CDP,$(X),$(X)
0100000US,,United States,1600000US4824055,4824055,United States - Texas - El Socio CDP,El Socio CDP,$-,$**
0100000US,,United States,1600000US4824738,4824738,United States - Texas - Eugenio Saenz CDP,Eugenio Saenz CDP,$-,$**
0100000US,,United States,1600000US4824894,4824894,United States - Texas - Evergreen CDP,Evergreen CDP,$-,$**
0100000US,,United States,1600000US4825338,4825338,United States - Texas - Falconaire CDP,Falconaire CDP,$-,$**
0100000US,,United States,1600000US4825344,4825344,United States - Texas - Falcon Heights CDP,Falcon Heights CDP,$-,$**
0100000US,,United States,1600000US4825356,4825356,United States - Texas - Falcon Village CDP,Falcon Village CDP,$(X),$(X)
0100000US,,United States,1600000US4825744,4825744,United States - Texas - Fernando Salinas CDP,Fernando Salinas CDP,$-,$**
0100000US,,United States,1600000US4826130,4826130,United States - Texas - Flor del Rio CDP,Flor del Rio CDP,$-,$**
0100000US,,United States,1600000US4826220,4826220,United States - Texas - Flowella CDP,Flowella CDP,$(X),$(X)
0100000US,,United States,1600000US4827124,4827124,United States - Texas - Four Points CDP,Four Points CDP,$-,$**
0100000US,,United States,1600000US4827144,4827144,United States - Texas - Fowlerton CDP,Fowlerton CDP,$-,$**
0100000US,,United States,1600000US4827744,4827744,United States - Texas - Fronton CDP,Fronton CDP,$(X),$(X)
0100000US,,United States,1600000US4827748,4827748,United States - Texas - Fronton Ranchettes CDP,Fronton Ranchettes CDP,$(X),$(X)
0100000US,,United States,1600000US4828128,4828128,United States - Texas - Garceno CDP,Garceno CDP,$(X),$(X)
0100000US,,United States,1600000US4828152,4828152,United States - Texas - Garciasville CDP,Garciasville CDP,$-,$**
0100000US,,United States,1600000US4829612,4829612,United States - Texas - Girard CDP,Girard CDP,$(X),$(X)
0100000US,,United States,1600000US4830890,4830890,United States - Texas - Green Valley Farms CDP,Green Valley Farms CDP,$(X),$(X)
0100000US,,United States,1600000US4831442,4831442,United States - Texas - Guadalupe Guerra CDP,Guadalupe Guerra CDP,$-,$**
0100000US,,United States,1600000US4831484,4831484,United States - Texas - Guerra CDP,Guerra CDP,$-,$**
0100000US,,United States,1600000US4831646,4831646,United States - Texas - Gutierrez CDP,Gutierrez CDP,$-,$**
0100000US,,United States,1600000US4832910,4832910,United States - Texas - H. Cuellar Estates CDP,H. Cuellar Estates CDP,$-,$**
0100000US,,United States,1600000US4833044,4833044,United States - Texas - Hedley city,Hedley city,$(X),$(X)
0100000US,,United States,1600000US4834105,4834105,United States - Texas - Hillside Acres CDP,Hillside Acres CDP,$-,$**
0100000US,,United States,1600000US4834133,4834133,United States - Texas - Hilltop CDP (Starr County),Hilltop CDP (Starr County),$(X),$(X)
0100000US,,United States,1600000US4835420,4835420,United States - Texas - Hungerford CDP,Hungerford CDP,$-,$**
0100000US,,United States,1600000US4835480,4835480,United States - Texas - Hunters Creek Village city,Hunters Creek Village city,"$250,000+",$***
0100000US,,United States,1600000US4835954,4835954,United States - Texas - Indian Springs CDP,Indian Springs CDP,$(X),$(X)
0100000US,,United States,1600000US4835966,4835966,United States - Texas - Indio CDP,Indio CDP,$-,$**
0100000US,,United States,1600000US4837390,4837390,United States - Texas - Jardin de San Julian CDP,Jardin de San Julian CDP,$-,$**
0100000US,,United States,1600000US4837665,4837665,United States - Texas - J.F. Villareal CDP,J.F. Villareal CDP,$-,$**
0100000US,,United States,1600000US4839994,4839994,United States - Texas - La Carla CDP,La Carla CDP,$-,$**
0100000US,,United States,1600000US4840000,4840000,United States - Texas - La Casita CDP,La Casita CDP,$-,$**
0100000US,,United States,1600000US4840018,4840018,United States - Texas - La Chuparosa CDP,La Chuparosa CDP,$-,$**
0100000US,,United States,1600000US4840100,4840100,United States - Texas - La Coma CDP,La Coma CDP,$-,$**
0100000US,,United States,1600000US4840186,4840186,United States - Texas - La Escondida CDP,La Escondida CDP,$-,$**
0100000US,,United States,1600000US4840188,4840188,United States - Texas - La Esperanza CDP,La Esperanza CDP,$-,$**
0100000US,,United States,1600000US4840210,4840210,United States - Texas - La Feria North CDP,La Feria North CDP,$-,$**
0100000US,,United States,1600000US4840258,4840258,United States - Texas - Lago CDP,Lago CDP,$-,$**
0100000US,,United States,1600000US4840676,4840676,United States - Texas - Lake Meredith Estates CDP,Lake Meredith Estates CDP,$(X),$(X)
0100000US,,United States,1600000US4840966,4840966,United States - Texas - Lake View CDP,Lake View CDP,$(X),$(X)
0100000US,,United States,1600000US4841086,4841086,United States - Texas - La Loma de Falcon CDP,La Loma de Falcon CDP,$(X),$(X)
0100000US,,United States,1600000US4841420,4841420,United States - Texas - La Paloma Addition CDP,La Paloma Addition CDP,$(X),$(X)
0100000US,,United States,1600000US4841473,4841473,United States - Texas - Laredo Ranchettes CDP,Laredo Ranchettes CDP,$-,$**
0100000US,,United States,1600000US4841475,4841475,United States - Texas - Laredo Ranchettes West CDP,Laredo Ranchettes West CDP,$-,$**
0100000US,,United States,1600000US4841503,4841503,United States - Texas - La Rosita CDP,La Rosita CDP,$-,$**
0100000US,,United States,1600000US4841565,4841565,United States - Texas - Las Haciendas CDP,Las Haciendas CDP,$-,$**
0100000US,,United States,1600000US4841579,4841579,United States - Texas - Las Palmas CDP,Las Palmas CDP,$-,$**
0100000US,,United States,1600000US4841582,4841582,United States - Texas - Las Pilas CDP,Las Pilas CDP,$-,$**
0100000US,,United States,1600000US4843432,4843432,United States - Texas - Lolita CDP,Lolita CDP,$(X),$(X)
0100000US,,United States,1600000US4843458,4843458,United States - Texas - Loma Grande CDP,Loma Grande CDP,$-,$**
0100000US,,United States,1600000US4843460,4843460,United States - Texas - Loma Linda CDP,Loma Linda CDP,$-,$**
0100000US,,United States,1600000US4843463,4843463,United States - Texas - Loma Linda East CDP (Starr County),Loma Linda East CDP (Starr County),$-,$**
0100000US,,United States,1600000US4843465,4843465,United States - Texas - Loma Linda West CDP,Loma Linda West CDP,$-,$**
0100000US,,United States,1600000US4843822,4843822,United States - Texas - Longoria CDP,Longoria CDP,$-,$**
0100000US,,United States,1600000US4843960,4843960,United States - Texas - Lopeño CDP,Lopeño CDP,$-,$**
0100000US,,United States,1600000US4844038,4844038,United States - Texas - Los Altos CDP,Los Altos CDP,$-,$**
0100000US,,United States,1600000US4844044,4844044,United States - Texas - Los Alvarez CDP,Los Alvarez CDP,$(X),$(X)
0100000US,,United States,1600000US4844062,4844062,United States - Texas - Los Angeles CDP,Los Angeles CDP,$-,$**
0100000US,,United States,1600000US4844072,4844072,United States - Texas - Los Arcos CDP,Los Arcos CDP,$-,$**
0100000US,,United States,1600000US4844075,4844075,United States - Texas - Los Arrieros CDP,Los Arrieros CDP,$-,$**
0100000US,,United States,1600000US4844078,4844078,United States - Texas - Los Centenarios CDP,Los Centenarios CDP,$-,$**
0100000US,,United States,1600000US4844079,4844079,United States - Texas - Los Corralitos CDP,Los Corralitos CDP,$-,$**
0100000US,,United States,1600000US4844120,4844120,United States - Texas - Los Fresnos CDP,Los Fresnos CDP,$(X),$(X)
0100000US,,United States,1600000US4844123,4844123,United States - Texas - Los Huisaches CDP,Los Huisaches CDP,$-,$**
0100000US,,United States,1600000US4844142,4844142,United States - Texas - Los Lobos CDP,Los Lobos CDP,$-,$**
0100000US,,United States,1600000US4844145,4844145,United States - Texas - Los Minerales CDP,Los Minerales CDP,$-,$**
0100000US,,United States,1600000US4844146,4844146,United States - Texas - Los Nopalitos CDP,Los Nopalitos CDP,$-,$**
0100000US,,United States,1600000US4844167,4844167,United States - Texas - Los Veteranos I CDP,Los Veteranos I CDP,$-,$**
0100000US,,United States,1600000US4844168,4844168,United States - Texas - Los Veteranos II CDP,Los Veteranos II CDP,$-,$**
0100000US,,United States,1600000US4844170,4844170,United States - Texas - Los Ybanez city,Los Ybanez city,$(X),$(X)
0100000US,,United States,1600000US4844344,4844344,United States - Texas - Lozano CDP,Lozano CDP,$(X),$(X)
0100000US,,United States,1600000US4845048,4845048,United States - Texas - Lueders city,Lueders city,$(X),$(X)
0100000US,,United States,1600000US4846492,4846492,United States - Texas - Manuel Garcia CDP,Manuel Garcia CDP,$(X),$(X)
0100000US,,United States,1600000US4846494,4846494,United States - Texas - Manuel Garcia II CDP,Manuel Garcia II CDP,$-,$**
0100000US,,United States,1600000US4846716,4846716,United States - Texas - Markham CDP,Markham CDP,$(X),$(X)
0100000US,,United States,1600000US4846854,4846854,United States - Texas - Martinez CDP,Martinez CDP,$-,$**
0100000US,,United States,1600000US4847676,4847676,United States - Texas - Mentone CDP,Mentone CDP,$(X),$(X)
0100000US,,United States,1600000US4847898,4847898,United States - Texas - Mesquite CDP,Mesquite CDP,$(X),$(X)
0100000US,,United States,1600000US4848750,4848750,United States - Texas - Mi Ranchito Estate CDP,Mi Ranchito Estate CDP,$-,$**
0100000US,,United States,1600000US4849224,4849224,United States - Texas - Moore CDP,Moore CDP,$(X),$(X)
0100000US,,United States,1600000US4849300,4849300,United States - Texas - Moraida CDP,Moraida CDP,$-,$**
0100000US,,United States,1600000US4849314,4849314,United States - Texas - Morales-Sanchez CDP,Morales-Sanchez CDP,$-,$**
0100000US,,United States,1600000US4850184,4850184,United States - Texas - Mustang town,Mustang town,$-,$**
0100000US,,United States,1600000US4850322,4850322,United States - Texas - Narciso Pena CDP,Narciso Pena CDP,$-,$**
0100000US,,United States,1600000US4850724,4850724,United States - Texas - Nesbitt town,Nesbitt town,$(X),$(X)
0100000US,,United States,1600000US4850742,4850742,United States - Texas - Netos CDP,Netos CDP,$-,$**
0100000US,,United States,1600000US4850924,4850924,United States - Texas - New Falcon CDP,New Falcon CDP,"$2,500-",$***
0100000US,,United States,1600000US4851444,4851444,United States - Texas - Neylandville town,Neylandville town,$(X),$(X)
0100000US,,United States,1600000US4851552,4851552,United States - Texas - Nina CDP,Nina CDP,$-,$**
0100000US,,United States,1600000US4851852,4851852,United States - Texas - Normanna CDP,Normanna CDP,$(X),$(X)
0100000US,,United States,1600000US4852068,4852068,United States - Texas - North Escobares CDP,North Escobares CDP,$-,$**
0100000US,,United States,1600000US4852362,4852362,United States - Texas - Northridge CDP,Northridge CDP,$-,$**
0100000US,,United States,1600000US4853304,4853304,United States - Texas - O'Brien city,O'Brien city,$(X),$(X)
0100000US,,United States,1600000US4853946,4853946,United States - Texas - Olivia Lopez de Gutierrez CDP,Olivia Lopez de Gutierrez CDP,$-,$**
0100000US,,United States,1600000US4853970,4853970,United States - Texas - Olmito and Olmito CDP,Olmito and Olmito CDP,$(X),$(X)
0100000US,,United States,1600000US4854509,4854509,United States - Texas - Owl Ranch CDP,Owl Ranch CDP,$(X),$(X)
0100000US,,United States,1600000US4854558,4854558,United States - Texas - Pablo Pena CDP,Pablo Pena CDP,$-,$**
0100000US,,United States,1600000US4854666,4854666,United States - Texas - Paisano Park CDP,Paisano Park CDP,$-,$**
0100000US,,United States,1600000US4856644,4856644,United States - Texas - Pena CDP,Pena CDP,$-,$**
0100000US,,United States,1600000US4857800,4857800,United States - Texas - Piney Point Village city,Piney Point Village city,"$250,000+",$***
0100000US,,United States,1600000US4858850,4858850,United States - Texas - Porter Heights CDP,Porter Heights CDP,$(X),$(X)
0100000US,,United States,1600000US4859794,4859794,United States - Texas - Pueblo East CDP,Pueblo East CDP,$-,$**
0100000US,,United States,1600000US4860020,4860020,United States - Texas - Quail CDP,Quail CDP,$(X),$(X)
0100000US,,United States,1600000US4860098,4860098,United States - Texas - Quesada CDP,Quesada CDP,$-,$**
0100000US,,United States,1600000US4860290,4860290,United States - Texas - Rafael Pena CDP,Rafael Pena CDP,$-,$**
0100000US,,United States,1600000US4860380,4860380,United States - Texas - Ramireno CDP,Ramireno CDP,$-,$**
0100000US,,United States,1600000US4860408,4860408,United States - Texas - Ramirez-Perez CDP,Ramirez-Perez CDP,$-,$**
0100000US,,United States,1600000US4860422,4860422,United States - Texas - Ramos CDP,Ramos CDP,$(X),$(X)
0100000US,,United States,1600000US4860458,4860458,United States - Texas - Ranchette Estates CDP,Ranchette Estates CDP,$-,$**
0100000US,,United States,1600000US4860478,4860478,United States - Texas - Ranchitos del Norte CDP,Ranchitos del Norte CDP,$-,$**
0100000US,,United States,1600000US4860482,4860482,United States - Texas - Ranchitos Las Lomas CDP,Ranchitos Las Lomas CDP,$(X),$(X)
0100000US,,United States,1600000US4860529,4860529,United States - Texas - Rancho Banquete CDP,Rancho Banquete CDP,$(X),$(X)
0100000US,,United States,1600000US4860534,4860534,United States - Texas - Rancho Chico CDP,Rancho Chico CDP,$(X),$(X)
0100000US,,United States,1600000US4860554,4860554,United States - Texas - Rancho Viejo CDP,Rancho Viejo CDP,$-,$**
0100000US,,United States,1600000US4860644,4860644,United States - Texas - Rangerville village,Rangerville village,$(X),$(X)
0100000US,,United States,1600000US4860686,4860686,United States - Texas - Ratamosa CDP,Ratamosa CDP,$-,$**
0100000US,,United States,1600000US4861076,4861076,United States - Texas - Redford CDP,Redford CDP,$-,$**
0100000US,,United States,1600000US4861532,4861532,United States - Texas - Relampago CDP,Relampago CDP,$-,$**
0100000US,,United States,1600000US4861724,4861724,United States - Texas - Ricardo CDP,Ricardo CDP,$(X),$(X)
0100000US,,United States,1600000US4862318,4862318,United States - Texas - Rivereno CDP,Rivereno CDP,$-,$**
0100000US,,United States,1600000US4862870,4862870,United States - Texas - Rocky Mound town,Rocky Mound town,$(X),$(X)
0100000US,,United States,1600000US4863026,4863026,United States - Texas - Roma Creek CDP,Roma Creek CDP,$(X),$(X)
0100000US,,United States,1600000US4864244,4864244,United States - Texas - St. Paul CDP,St. Paul CDP,$(X),$(X)
0100000US,,United States,1600000US4864322,4864322,United States - Texas - Salineño North CDP,Salineño North CDP,$-,$**
0100000US,,United States,1600000US4864448,4864448,United States - Texas - Samnorwood CDP,Samnorwood CDP,$-,$**
0100000US,,United States,1600000US4865049,4865049,United States - Texas - San Carlos I CDP,San Carlos I CDP,$(X),$(X)
0100000US,,United States,1600000US4865050,4865050,United States - Texas - San Carlos II CDP,San Carlos II CDP,$(X),$(X)
0100000US,,United States,1600000US4865168,4865168,United States - Texas - Sandia CDP,Sandia CDP,$(X),$(X)
0100000US,,United States,1600000US4865210,4865210,United States - Texas - Sandoval CDP,Sandoval CDP,$-,$**
0100000US,,United States,1600000US4865378,4865378,United States - Texas - San Fernando CDP,San Fernando CDP,"$2,500-",$***
0100000US,,United States,1600000US4865678,4865678,United States - Texas - Santa Anna CDP,Santa Anna CDP,$-,$**
0100000US,,United States,1600000US4865708,4865708,United States - Texas - Santa Cruz CDP,Santa Cruz CDP,$(X),$(X)
0100000US,,United States,1600000US4865756,4865756,United States - Texas - Santa Monica CDP,Santa Monica CDP,$(X),$(X)
0100000US,,United States,1600000US4865777,4865777,United States - Texas - Santel CDP,Santel CDP,$-,$**
0100000US,,United States,1600000US4870460,4870460,United States - Texas - Stonewall CDP,Stonewall CDP,$(X),$(X)
0100000US,,United States,1600000US4871274,4871274,United States - Texas - Sunset CDP (Starr County),Sunset CDP (Starr County),$-,$**
0100000US,,United States,1600000US4871289,4871289,United States - Texas - Sunset Acres CDP,Sunset Acres CDP,$-,$**
0100000US,,United States,1600000US4871356,4871356,United States - Texas - Sun Valley city,Sun Valley city,$(X),$(X)
0100000US,,United States,1600000US4871820,4871820,United States - Texas - Tanquecitos South Acres CDP,Tanquecitos South Acres CDP,$(X),$(X)
0100000US,,United States,1600000US4871824,4871824,United States - Texas - Tanquecitos South Acres II CDP,Tanquecitos South Acres II CDP,$-,$**
0100000US,,United States,1600000US4872740,4872740,United States - Texas - Thompsons town,Thompsons town,$(X),$(X)
0100000US,,United States,1600000US4872758,4872758,United States - Texas - Thompsonville CDP,Thompsonville CDP,$-,$**
0100000US,,United States,1600000US4872950,4872950,United States - Texas - Tierra Dorada CDP,Tierra Dorada CDP,$-,$**
0100000US,,United States,1600000US4873196,4873196,United States - Texas - Toco city,Toco city,$(X),$(X)
0100000US,,United States,1600000US4873496,4873496,United States - Texas - Toyah town,Toyah town,$(X),$(X)
0100000US,,United States,1600000US4873526,4873526,United States - Texas - Tradewinds CDP,Tradewinds CDP,$(X),$(X)
0100000US,,United States,1600000US4873904,4873904,United States - Texas - Tulsita CDP,Tulsita CDP,$-,$**
0100000US,,United States,1600000US4874240,4874240,United States - Texas - Uncertain city,Uncertain city,$(X),$(X)
0100000US,,United States,1600000US4874648,4874648,United States - Texas - Valentine town,Valentine town,$(X),$(X)
0100000US,,United States,1600000US4874667,4874667,United States - Texas - Valle Hermoso CDP,Valle Hermoso CDP,$-,$**
0100000US,,United States,1600000US4874668,4874668,United States - Texas - Valle Verde CDP,Valle Verde CDP,$-,$**
0100000US,,United States,1600000US4874670,4874670,United States - Texas - Valle Vista CDP,Valle Vista CDP,$(X),$(X)
0100000US,,United States,1600000US4875432,4875432,United States - Texas - Victoria Vera CDP,Victoria Vera CDP,$-,$**
0100000US,,United States,1600000US4875554,4875554,United States - Texas - Villa del Sol CDP,Villa del Sol CDP,$-,$**
0100000US,,United States,1600000US4875617,4875617,United States - Texas - Villarreal CDP,Villarreal CDP,$(X),$(X)
0100000US,,United States,1600000US4877336,4877336,United States - Texas - West Alto Bonito CDP,West Alto Bonito CDP,$(X),$(X)
0100000US,,United States,1600000US4877680,4877680,United States - Texas - Westminster CDP,Westminster CDP,$(X),$(X)
0100000US,,United States,1600000US4879684,4879684,United States - Texas - Windom town,Windom town,$(X),$(X)
0100000US,,United States,1600000US4880686,4880686,United States - Texas - Yznaga CDP,Yznaga CDP,$-,$**
0100000US,,United States,1600000US4880724,4880724,United States - Texas - Zarate CDP,Zarate CDP,$-,$**
0100000US,,United States,1600000US4905380,4905380,United States - Utah - Beryl Junction CDP,Beryl Junction CDP,$-,$**
0100000US,,United States,1600000US4906700,4906700,United States - Utah - Bluff CDP,Bluff CDP,$(X),$(X)
0100000US,,United States,1600000US4906920,4906920,United States - Utah - Bonanza CDP,Bonanza CDP,$-,$**
0100000US,,United States,1600000US4908020,4908020,United States - Utah - Brian Head town,Brian Head town,$(X),$(X)
0100000US,,United States,1600000US4909725,4909725,United States - Utah - Cache CDP,Cache CDP,$-,$**
0100000US,,United States,1600000US4913740,4913740,United States - Utah - Clear Creek CDP,Clear Creek CDP,$-,$**
0100000US,,United States,1600000US4918090,4918090,United States - Utah - Dammeron Valley CDP,Dammeron Valley CDP,$(X),$(X)
0100000US,,United States,1600000US4922210,4922210,United States - Utah - Elberta CDP,Elberta CDP,$(X),$(X)
0100000US,,United States,1600000US4927270,4927270,United States - Utah - Fremont CDP,Fremont CDP,$(X),$(X)
0100000US,,United States,1600000US4927902,4927902,United States - Utah - Garden CDP,Garden CDP,$(X),$(X)
0100000US,,United States,1600000US4933027,4933027,United States - Utah - Halls Crossing CDP,Halls Crossing CDP,$-,$**
0100000US,,United States,1600000US4937690,4937690,United States - Utah - Independence town,Independence town,$(X),$(X)
0100000US,,United States,1600000US4941020,4941020,United States - Utah - Kenilworth CDP,Kenilworth CDP,$(X),$(X)
0100000US,,United States,1600000US4943110,4943110,United States - Utah - La Sal CDP,La Sal CDP,$(X),$(X)
0100000US,,United States,1600000US4949380,4949380,United States - Utah - Mexican Hat CDP,Mexican Hat CDP,$-,$**
0100000US,,United States,1600000US4955760,4955760,United States - Utah - Oasis CDP,Oasis CDP,$-,$**
0100000US,,United States,1600000US4956750,4956750,United States - Utah - Ophir town,Ophir town,$(X),$(X)
0100000US,,United States,1600000US4960270,4960270,United States - Utah - Pine Valley CDP,Pine Valley CDP,$(X),$(X)
0100000US,,United States,1600000US4962910,4962910,United States - Utah - Randlett CDP,Randlett CDP,$(X),$(X)
0100000US,,United States,1600000US4971455,4971455,United States - Utah - Spanish Valley CDP,Spanish Valley CDP,$(X),$(X)
0100000US,,United States,1600000US4974040,4974040,United States - Utah - Summit CDP,Summit CDP,$(X),$(X)
0100000US,,United States,1600000US4976180,4976180,United States - Utah - Thompson Springs CDP,Thompson Springs CDP,$-,$**
0100000US,,United States,1600000US4981190,4981190,United States - Utah - Wanship CDP,Wanship CDP,$(X),$(X)
0100000US,,United States,1600000US4984095,4984095,United States - Utah - White Mesa CDP,White Mesa CDP,$(X),$(X)
0100000US,,United States,1600000US5011875,5011875,United States - Vermont - Castleton CDP,Castleton CDP,$(X),$(X)
0100000US,,United States,1600000US5021850,5021850,United States - Vermont - East Montpelier CDP,East Montpelier CDP,$(X),$(X)
0100000US,,United States,1600000US5052375,5052375,United States - Vermont - North Westminster CDP,North Westminster CDP,$(X),$(X)
0100000US,,United States,1600000US5055525,5055525,United States - Vermont - Pittsford CDP,Pittsford CDP,$(X),$(X)
0100000US,,United States,1600000US5101640,5101640,United States - Virginia - Amelia Court House CDP,Amelia Court House CDP,$(X),$(X)
0100000US,,United States,1600000US5104856,5104856,United States - Virginia - Baskerville CDP,Baskerville CDP,$-,$**
0100000US,,United States,1600000US5106424,5106424,United States - Virginia - Belspring CDP,Belspring CDP,$(X),$(X)
0100000US,,United States,1600000US5117536,5117536,United States - Virginia - Clinchport town,Clinchport town,$(X),$(X)
0100000US,,United States,1600000US5118624,5118624,United States - Virginia - Columbia town,Columbia town,$(X),$(X)
0100000US,,United States,1600000US5120768,5120768,United States - Virginia - Cumberland CDP,Cumberland CDP,$(X),$(X)
0100000US,,United States,1600000US5121312,5121312,United States - Virginia - Dante CDP,Dante CDP,$(X),$(X)
0100000US,,United States,1600000US5121776,5121776,United States - Virginia - Deep Creek CDP,Deep Creek CDP,$(X),$(X)
0100000US,,United States,1600000US5123408,5123408,United States - Virginia - Draper CDP,Draper CDP,$(X),$(X)
0100000US,,United States,1600000US5126384,5126384,United States - Virginia - Ewing CDP,Ewing CDP,$(X),$(X)
0100000US,,United States,1600000US5126944,5126944,United States - Virginia - Fairview CDP,Fairview CDP,$-,$**
0100000US,,United States,1600000US5132560,5132560,United States - Virginia - Greenbackville CDP,Greenbackville CDP,$-,$**
0100000US,,United States,1600000US5132624,5132624,United States - Virginia - Greenbush CDP,Greenbush CDP,$(X),$(X)
0100000US,,United States,1600000US5135240,5135240,United States - Virginia - Harborton CDP,Harborton CDP,$-,$**
0100000US,,United States,1600000US5137544,5137544,United States - Virginia - Hiwassee CDP,Hiwassee CDP,$(X),$(X)
0100000US,,United States,1600000US5138504,5138504,United States - Virginia - Horntown CDP,Horntown CDP,$(X),$(X)
0100000US,,United States,1600000US5140216,5140216,United States - Virginia - Ivanhoe CDP,Ivanhoe CDP,$(X),$(X)
0100000US,,United States,1600000US5142536,5142536,United States - Virginia - King and Queen Court House CDP,King and Queen Court House CDP,$(X),$(X)
0100000US,,United States,1600000US5142792,5142792,United States - Virginia - King William CDP,King William CDP,$(X),$(X)
0100000US,,United States,1600000US5143704,5143704,United States - Virginia - Lancaster CDP,Lancaster CDP,$-,$**
0100000US,,United States,1600000US5147352,5147352,United States - Virginia - Low Moor CDP,Low Moor CDP,$(X),$(X)
0100000US,,United States,1600000US5147496,5147496,United States - Virginia - Lunenburg CDP,Lunenburg CDP,$(X),$(X)
0100000US,,United States,1600000US5148445,5148445,United States - Virginia - McMullin CDP,McMullin CDP,$(X),$(X)
0100000US,,United States,1600000US5151362,5151362,United States - Virginia - Metompkin CDP,Metompkin CDP,$(X),$(X)
0100000US,,United States,1600000US5151432,5151432,United States - Virginia - Middlebrook CDP,Middlebrook CDP,$(X),$(X)
0100000US,,United States,1600000US5152408,5152408,United States - Virginia - Modest Town CDP,Modest Town CDP,$(X),$(X)
0100000US,,United States,1600000US5154120,5154120,United States - Virginia - Mount Sidney CDP,Mount Sidney CDP,$(X),$(X)
0100000US,,United States,1600000US5155608,5155608,United States - Virginia - New Church CDP,New Church CDP,$(X),$(X)
0100000US,,United States,1600000US5155800,5155800,United States - Virginia - New Kent CDP,New Kent CDP,$(X),$(X)
0100000US,,United States,1600000US5157870,5157870,United States - Virginia - Nottoway Court House CDP,Nottoway Court House CDP,$-,$**
0100000US,,United States,1600000US5158184,5158184,United States - Virginia - Oak Hall CDP,Oak Hall CDP,$(X),$(X)
0100000US,,United States,1600000US5163928,5163928,United States - Virginia - Port Royal town,Port Royal town,$(X),$(X)
0100000US,,United States,1600000US5165280,5165280,United States - Virginia - Quinby CDP,Quinby CDP,$(X),$(X)
0100000US,,United States,1600000US5170520,5170520,United States - Virginia - Savage Town CDP,Savage Town CDP,$-,$**
0100000US,,United States,1600000US5170528,5170528,United States - Virginia - Savageville CDP,Savageville CDP,$(X),$(X)
0100000US,,United States,1600000US5174160,5174160,United States - Virginia - Southside Chesconessex CDP,Southside Chesconessex CDP,$(X),$(X)
0100000US,,United States,1600000US5174384,5174384,United States - Virginia - Sperryville CDP,Sperryville CDP,$(X),$(X)
0100000US,,United States,1600000US5178532,5178532,United States - Virginia - Thynedale CDP,Thynedale CDP,$(X),$(X)
0100000US,,United States,1600000US5181312,5181312,United States - Virginia - Virgilina town,Virgilina town,$(X),$(X)
0100000US,,United States,1600000US5183088,5183088,United States - Virginia - Warm Springs CDP,Warm Springs CDP,$-,$**
0100000US,,United States,1600000US5187008,5187008,United States - Virginia - Wintergreen CDP,Wintergreen CDP,$(X),$(X)
0100000US,,United States,1600000US5300275,5300275,United States - Washington - Acme CDP,Acme CDP,$-,$**
0100000US,,United States,1600000US5301045,5301045,United States - Washington - Alder CDP,Alder CDP,$-,$**
0100000US,,United States,1600000US5301255,5301255,United States - Washington - Alger CDP,Alger CDP,$(X),$(X)
0100000US,,United States,1600000US5301745,5301745,United States - Washington - Altoona CDP,Altoona CDP,$(X),$(X)
0100000US,,United States,1600000US5304370,5304370,United States - Washington - Barstow CDP,Barstow CDP,$(X),$(X)
0100000US,,United States,1600000US5307485,5307485,United States - Washington - Boyds CDP,Boyds CDP,$-,$**
0100000US,,United States,1600000US5311685,5311685,United States - Washington - Chelan Falls CDP,Chelan Falls CDP,$(X),$(X)
0100000US,,United States,1600000US5312525,5312525,United States - Washington - Clallam Bay CDP,Clallam Bay CDP,$(X),$(X)
0100000US,,United States,1600000US5313015,5313015,United States - Washington - Cliffdell CDP,Cliffdell CDP,$(X),$(X)
0100000US,,United States,1600000US5314520,5314520,United States - Washington - Conway CDP,Conway CDP,$-,$**
0100000US,,United States,1600000US5314660,5314660,United States - Washington - Copalis Beach CDP,Copalis Beach CDP,$(X),$(X)
0100000US,,United States,1600000US5316340,5316340,United States - Washington - Cusick town,Cusick town,$(X),$(X)
0100000US,,United States,1600000US5316585,5316585,United States - Washington - Danville CDP,Danville CDP,$(X),$(X)
0100000US,,United States,1600000US5317880,5317880,United States - Washington - Disautel CDP,Disautel CDP,$-,$**
0100000US,,United States,1600000US5318265,5318265,United States - Washington - Donald CDP,Donald CDP,$-,$**
0100000US,,United States,1600000US5320680,5320680,United States - Washington - Edison CDP,Edison CDP,$(X),$(X)
0100000US,,United States,1600000US5320890,5320890,United States - Washington - Elbe CDP,Elbe CDP,$-,$**
